"","seq_orgao","seq_orgao_pai","latitude","longitude","placeId"
"18310","43176","13335.0",-15.9296,-48.044,"ChIJrbi1mIEsWpMRUXWKLeJYMJs"
"18311","43177","412.0",-15.8267,-47.9218,"ChIJo5Fb5Bg9WpMRf13YC2LT6CQ"
"18312","43178","412.0",-15.8267,-47.9218,"ChIJo5Fb5Bg9WpMRf13YC2LT6CQ"
"18313","43179","2751.0",-15.8199,-48.1016,"ChIJmUSrS-jMW5MR46R-8Q_N4sQ"
"18314","4318","1930.0",-17.3516,-44.9489,"ChIJ047MGR4LqgARmmOadb3Am7o"
"18315","43180","2760.0",-15.6702,-48.2006,"ChIJtxLn8JmzW5MRcZikQcUF3eU"
"18316","43181","13268.0",-23.5532,-46.639,"EllSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSAxMsK6IEFOREFSIC0gQmVsYSBWaXN0YSwgU8OjbyBQYXVsbyAtIFNQLCAwMTMxNi0wMDAsIEJyYXppbCImGiQKFgoUChIJ6b0QS6xZzpQR04ApyymF9SkSCjEywrogQU5EQVI"
"18317","43182","13268.0",-23.5532,-46.639,"EllSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSAxM8K6IEFOREFSIC0gQmVsYSBWaXN0YSwgU8OjbyBQYXVsbyAtIFNQLCAwMTMxNi0wMDAsIEJyYXppbCImGiQKFgoUChIJ6b0QS6xZzpQR04ApyymF9SkSCjEzwrogQU5EQVI"
"18318","43183","13268.0",-23.5532,-46.639,"EllSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSAxMcK6IEFOREFSIC0gQmVsYSBWaXN0YSwgU8OjbyBQYXVsbyAtIFNQLCAwMTMxNi0wMDAsIEJyYXppbCImGiQKFgoUChIJ6b0QS6xZzpQR04ApyymF9SkSCjExwrogQU5EQVI"
"18319","43184","13268.0",-23.5532,-46.639,"EllSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSAxM8K6IEFOREFSIC0gQmVsYSBWaXN0YSwgU8OjbyBQYXVsbyAtIFNQLCAwMTMxNi0wMDAsIEJyYXppbCImGiQKFgoUChIJ6b0QS6xZzpQR04ApyymF9SkSCjEzwrogQU5EQVI"
"18320","43185","13268.0",-23.5532,-46.639,"EllSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSAxM8K6IEFOREFSIC0gQmVsYSBWaXN0YSwgU8OjbyBQYXVsbyAtIFNQLCAwMTMxNi0wMDAsIEJyYXppbCImGiQKFgoUChIJ6b0QS6xZzpQR04ApyymF9SkSCjEzwrogQU5EQVI"
"18321","43186","13268.0",-23.5532,-46.639,"EllSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSAxM8K6IEFOREFSIC0gQmVsYSBWaXN0YSwgU8OjbyBQYXVsbyAtIFNQLCAwMTMxNi0wMDAsIEJyYXppbCImGiQKFgoUChIJ6b0QS6xZzpQR04ApyymF9SkSCjEzwrogQU5EQVI"
"18322","43187","13268.0",-23.5532,-46.639,"EllSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSAxM8K6IEFOREFSIC0gQmVsYSBWaXN0YSwgU8OjbyBQYXVsbyAtIFNQLCAwMTMxNi0wMDAsIEJyYXppbCImGiQKFgoUChIJ6b0QS6xZzpQR04ApyymF9SkSCjEzwrogQU5EQVI"
"18323","43188","13268.0",-23.5532,-46.639,"ElhSLiBGcmFuY2lzY2EgTWlxdWVsaW5hLCAxMjMgLSA5wrogQU5EQVIgLSBCZWxhIFZpc3RhLCBTw6NvIFBhdWxvIC0gU1AsIDAxMzE2LTAwMCwgQnJhemlsIiUaIwoWChQKEgnpvRBLrFnOlBHTgCnLKYX1KRIJOcK6IEFOREFS"
"18324","43189","2756.0",-15.6173,-47.6529,"ChIJR735zi0TWpMRQw5NeIHWwg8"
"18325","4319","1947.0",-20.468,-45.962,"ChIJAzFRop4TtJQRkywwDIbFUac"
"18326","43190","2756.0",-15.6178,-47.6511,"ChIJ3yYdoC4TWpMRAIq5IUvcZp8"
"18327","432","13637.0",-7.7206,-35.3274,"ChIJD6RTBeybqwcRgMXu7o9bNC4"
"18328","4320","593.0",-20.7338,-42.0294,"ChIJAQAQF2Z6uwARTdyNYbErQx0"
"18329","4321","2729.0",-20.277,-40.3047,"ChIJHS6S9_sXuAAR7UTfYdo0Oo4"
"18330","4322","703.0",-5.2902,-44.4954,"ChIJ401ZPbVdiAcRiIjMBOVXAe0"
"18331","4323","945.0",-19.0001,-41.5388,"ChIJzT6Lnbc8sQARaeevDam808w"
"18332","4324","593.0",-20.7338,-42.0294,"ChIJAQAQF2Z6uwARTdyNYbErQx0"
"18333","4325","1060.0",-20.4635,-47.1212,"ChIJ8QIXGQrIsJQR2Qq8X4Qtzoo"
"18334","4326","703.0",-5.2902,-44.4954,"ChIJ401ZPbVdiAcRiIjMBOVXAe0"
"18335","4327","987.0",-18.8572,-41.9432,"ChIJMfU3OA-nsQARLWjQIXbP7Xc"
"18336","4328","703.0",-5.2902,-44.4954,"ChIJ401ZPbVdiAcRiIjMBOVXAe0"
"18337","4329","987.0",-18.8572,-41.9432,"ChIJMfU3OA-nsQARLWjQIXbP7Xc"
"18338","433","13615.0",-14.96,-39.3032,"ChIJh0mmvNyyOQcRLkUsv_8E70w"
"18339","4330","1957.0",-21.7816,-45.9654,"ChIJo1_sjBM-ypQRZLX35zRbvTA"
"18340","4331","1930.0",-17.3488,-44.9468,"ChIJ0f0HbKAMqgARJS8D9phu5-4"
"18341","4332","1180.0",-22.4104,-45.4467,"Ej9Bdi4gUGF1bG8gQ2FybmVpcm8gU2FudGlhZ28sIDkwIC0gQ2VudHJvLCBJdGFqdWLDoSAtIE1HLCBCcmF6aWwiGhIYChQKEglT9zxTrGTLlBGLM2yjAAsrQhBa"
"18342","4333","987.0",-18.8572,-41.9432,"ChIJMfU3OA-nsQARLWjQIXbP7Xc"
"18343","4334","593.0",-20.7338,-42.0294,"ChIJOYkaF2Z6uwARlyA--Hn3GSU"
"18344","4335","2729.0",-20.2936,-40.3031,"EmtSLiBKdWl6IEFsZXhhbmRyZSBNYXJ0aW5zIGRlIENhc3RybyBGaWxobywgMTMwIC0gMTHCuiBBTkRBUiAtIFNhbnRhIEx1Y2lhLCBWaXTDs3JpYSAtIEVTLCAyOTA0NS0yNTAsIEJyYXppbCImGiQKFgoUChIJAfDzb-QXuAARcbO-PC1CrVISCjExwrogQU5EQVI"
"18345","4336","2170.0",-13.0003,-38.505,"ChIJh8sZlqEEFgcRd5zD7FlXjQc"
"18346","4337","703.0",-5.2902,-44.4954,"ChIJ401ZPbVdiAcRiIjMBOVXAe0"
"18347","4338","1986.0",-15.7511,-43.0347,"ChIJcyVfThkoUgcRe7Nsesbblyk"
"18348","4339","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18349","434","13637.0",-8.6211,-37.1572,"ChIJ4ZrhUfD6BwcRySgrz7BubLo"
"18350","4340","987.0",-18.8572,-41.9432,"ChIJMfU3OA-nsQARLWjQIXbP7Xc"
"18351","4341","703.0",-5.2902,-44.4954,"ChIJ401ZPbVdiAcRiIjMBOVXAe0"
"18352","4342","1180.0",-22.4104,-45.4467,"Ej9Bdi4gUGF1bG8gQ2FybmVpcm8gU2FudGlhZ28sIDkwIC0gQ2VudHJvLCBJdGFqdWLDoSAtIE1HLCBCcmF6aWwiGhIYChQKEglT9zxTrGTLlBGLM2yjAAsrQhBa"
"18353","4343","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18354","4344","2081.0",-19.3255,-41.2564,"ChIJv_fYYpcstwAR61Pp6DPaOuw"
"18355","4345","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18356","4346","821.0",-11.7371,-49.0577,"ChIJEajmSmmVPpMROoTcL5GGRk4"
"18357","4347","1180.0",-22.4226,-45.4543,"ChIJeY6j1qt8y5QRN5ZgvZu0nDU"
"18358","4348","1962.0",-21.7843,-46.5666,"ChIJKQGUs-_cyZQR9RvQE5BIGXg"
"18359","4349","821.0",-11.7371,-49.0577,"ChIJEajmSmmVPpMROoTcL5GGRk4"
"18360","435","13607.0",-9.8259,-67.9486,"ChIJP7d1vNYngJER9xAWTb1eWEs"
"18361","4350","2346.0",-21.5368,-43.013,"ChIJScST9m-SogARx-Fx_vvKp74"
"18362","4351","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18363","4352","821.0",-11.7371,-49.0577,"ChIJEajmSmmVPpMROoTcL5GGRk4"
"18364","4353","1962.0",-21.7843,-46.5666,"ChIJKQGUs-_cyZQR9RvQE5BIGXg"
"18365","4354","2346.0",-21.5368,-43.013,"ChIJScST9m-SogARx-Fx_vvKp74"
"18366","4355","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18367","4356","837.0",-22.2307,-54.8112,"ChIJ9-Ff4EioiZQR33JVl7jlbZw"
"18368","4357","1180.0",-22.4174,-45.4538,"ChIJ44CxOVR7y5QRobMa7bd2L_Y"
"18369","43571","1429.0",-9.6368,-35.7357,"ChIJZdQaqPZFAQcRcq0qVMCTh5k"
"18370","43572","1494.0",-9.7161,-35.8928,"ChIJP4gnD-BSAQcR20RiYF9oiBA"
"18371","43573","1992.0",-9.0574,-35.3978,"ChIJNVfxmvvtAAcRxhO4XO255QU"
"18372","43574","1429.0",-9.6368,-35.7357,"ChIJZdQaqPZFAQcRcq0qVMCTh5k"
"18373","43575","1429.0",-9.6218,-35.7152,"ChIJx2rjbnRGAQcRTX-1DDdM5MY"
"18374","43576","203.0",-9.7374,-36.6568,"ChIJxe5a3IDVBQcRsB6dbRBPgQo"
"18375","43577","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18376","43578","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18377","43579","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18378","4358","987.0",-18.8572,-41.9432,"ChIJMfU3OA-nsQARLWjQIXbP7Xc"
"18379","43580","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18380","43581","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18381","43582","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18382","43583","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18383","43584","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18384","43585","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18385","43586","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18386","43587","13610.0",-9.6662,-35.7392,"ChIJM2yfsn1FAQcROKuuBx0PkMI"
"18387","43588","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18388","43589","13610.0",-9.6653,-35.7408,"ChIJGzHbWIdPAQcRg4vQZCRqNzY"
"18389","4359","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18390","43590","13610.0",35.0844,-106.6504,"ChIJe4MJ090KIocR_fbZuM7408A"
"18391","43591","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18392","43592","13610.0",-9.6653,-35.7408,"ChIJGzHbWIdPAQcRg4vQZCRqNzY"
"18393","43593","13610.0",-9.6653,-35.7408,"ChIJGzHbWIdPAQcRg4vQZCRqNzY"
"18394","43594","13610.0",-9.6653,-35.7408,"ChIJGzHbWIdPAQcRg4vQZCRqNzY"
"18395","43595","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18396","43596","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18397","43597","13610.0",-9.6653,-35.7408,"ChIJGzHbWIdPAQcRg4vQZCRqNzY"
"18398","43598","13610.0",-9.6653,-35.7408,"ChIJGzHbWIdPAQcRg4vQZCRqNzY"
"18399","43599","13610.0",-9.6784,-35.7567,"ChIJuRythOxPAQcRY5_JqgIBAFo"
"18400","436","13633.0",-1.5183,-48.0371,"ChIJubmMi0wcpZIRCZP23mnDARE"
"18401","4360","1962.0",-21.7843,-46.5666,"ChIJKQGUs-_cyZQR9RvQE5BIGXg"
"18402","43600","13610.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18403","43601","203.0",-9.7339,-36.657,"ChIJRdg0jQfVBQcR5yA5urQ7_64"
"18404","43602","1429.0",-9.6218,-35.7152,"ChIJx2rjbnRGAQcRTX-1DDdM5MY"
"18405","43603","1429.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18406","43604","1429.0",-9.6218,-35.7152,"ChIJx2rjbnRGAQcRTX-1DDdM5MY"
"18407","43605","1429.0",-9.6653,-35.7408,"ChIJq6raWIdPAQcRLML0DO4daZc"
"18408","43606","1429.0",-9.6653,-35.7408,"ChIJGzHbWIdPAQcRg4vQZCRqNzY"
"18409","43607","1429.0",-9.6218,-35.7152,"ChIJx2rjbnRGAQcRTX-1DDdM5MY"
"18410","43608","203.0",-9.736,-36.6572,"ChIJc63dooDVBQcR6CkW9z69orc"
"18411","43609","1876.0",-10.289,-36.5839,"ChIJZShjqOxUBAcRHRv4MHQp_TA"
"18412","4361","2130.0",-15.6165,-42.5408,"ChIJk_fYutMfTgcRCxM12Hqwh5A"
"18413","43610","203.0",-9.7339,-36.657,"ChIJRdg0jQfVBQcR5yA5urQ7_64"
"18414","43611","1429.0",-9.6218,-35.7152,"ChIJx2rjbnRGAQcRTX-1DDdM5MY"
"18415","43612","1763.0",-9.4218,-36.627,"ChIJO4CrF5RfBgcRei9qjHZoYaA"
"18416","43613","2121.0",-9.5064,-35.8484,"ChIJl1BZdcg1AQcRXzKbEoGd4WU"
"18417","43614","2399.0",-9.7798,-36.1024,"EltSLiBDZWwuIEZyYW5jaXNjbyBDYXZhbGNhbnRlLCA1MSAtIFBhcmHDrXNvLCBTw6NvIE1pZ3VlbCBkb3MgQ2FtcG9zIC0gQUwsIDU3MjQwLTAwMCwgQnJhemlsIhoSGAoUChIJH5lzkcSnBgcRVzPhYJB82XIQMw"
"18418","43615","812.0",-9.7161,-35.8928,"ChIJP4gnD-BSAQcR20RiYF9oiBA"
"18419","43616","1992.0",-9.0574,-35.3978,"ChIJNVfxmvvtAAcRxhO4XO255QU"
"18420","43617","543.0",-9.1172,-37.6056,"EjZBdi4gSm9hcXVpbSBUZXTDqiwgNDUwLCBDYW5hcGkgLSBBTCwgNTc1MzAtMDAwLCBCcmF6aWwiGxIZChQKEgktNCSVjYwIBxHcqcYwgJ0SVxDCAw"
"18421","43618","911.0",-9.2752,-35.7259,"ChIJWak9r8UnAQcRpBi63JTE8ps"
"18422","43619","1701.0",-8.9416,-35.6651,"EjdSLiBkbyBDb23DqXJjaW8sIDYxMSwgTm92byBMaW5vIC0gQUwsIDU3OTcwLTAwMCwgQnJhemlsIhsSGQoUChIJTZW6MLi4AAcRZHWv_4cZuwcQ4wQ"
"18423","4362","1015.0",-8.8358,-48.5119,"ChIJvTiffO24JpMRNDSLHOpwkFs"
"18424","43620","1845.0",-9.3722,-36.3754,"ChIJg5GeGOnuBgcRnGgkhA6elGk"
"18425","43621","1995.0",-9.1605,-35.3052,"ChIJGSjlqkTlAAcRbsPAJtLzN6g"
"18426","43622","2282.0",-10.1031,-36.8466,"ChIJrUzTk_a8BQcRTtXkx67HdRw"
"18427","4363","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18428","4364","1180.0",-22.4174,-45.4538,"ChIJ44CxOVR7y5QRobMa7bd2L_Y"
"18429","4365","1015.0",-8.8358,-48.5119,"ChIJvTiffO24JpMRNDSLHOpwkFs"
"18430","4366","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18431","4367","1015.0",-8.8358,-48.5119,"ChIJvTiffO24JpMRNDSLHOpwkFs"
"18432","43675","13206.0",-15.7816,-47.8833,"ChIJGdDfxv86WpMR9906MmAg5L0"
"18433","4368","360.0",-27.4955,-48.6556,"ChIJf0ZuqGzk3JQR2lDLBkHZnhw"
"18434","4369","1191.0",-21.0795,-47.0479,"ChIJv4IHoI4Ot5QR9iS932FzAzY"
"18435","437","13657.0",-21.0652,-50.1441,"ChIJh8lgwwUllpQRaXZcCfd79Eg"
"18436","4370","1962.0",-21.7843,-46.5666,"ChIJKQGUs-_cyZQR9RvQE5BIGXg"
"18437","4371","1015.0",-8.8358,-48.5119,"ChIJvTiffO24JpMRNDSLHOpwkFs"
"18438","43715","13219.0",-15.6009,-56.0968,"ChIJxU_YcGalnZMRDlEOkAhOUE4"
"18439","43716","13264.0",-5.8098,-35.2007,"ChIJZfK19nMAswcRgBJdo2i6kE0"
"18440","43717","13264.0",-5.8101,-35.2006,"ElFBdi4gUnVpIEJhcmJvc2EsIDIxNSAtIDXCuiBBTkRBUiwgU0FMQSAyNDQgLSBUaXJvbCwgTmF0YWwgLSBSTiwgNTkwNTYtMzAwLCBCcmF6aWwiLxotChYKFAoSCb9ahHjk_7IHET7qCLiulA7NEhM1wrogQU5EQVIsIFNBTEEgMjQ0"
"18441","43718","13264.0",-5.8101,-35.2006,"ElFBdi4gUnVpIEJhcmJvc2EsIDIxNSAtIDXCuiBBTkRBUiwgU0FMQSAyNTcgLSBUaXJvbCwgTmF0YWwgLSBSTiwgNTkwNTYtMzAwLCBCcmF6aWwiLxotChYKFAoSCb9ahHjk_7IHET7qCLiulA7NEhM1wrogQU5EQVIsIFNBTEEgMjU3"
"18442","43719","13264.0",-5.8101,-35.2006,"ElFBdi4gUnVpIEJhcmJvc2EsIDIxNSAtIDXCuiBBTkRBUiwgU0FMQSAyNjUgLSBUaXJvbCwgTmF0YWwgLSBSTiwgNTkwNTYtMzAwLCBCcmF6aWwiLxotChYKFAoSCb9ahHjk_7IHET7qCLiulA7NEhM1wrogQU5EQVIsIFNBTEEgMjY1"
"18443","4372","360.0",-27.4955,-48.6556,"ChIJf0ZuqGzk3JQR2lDLBkHZnhw"
"18444","43720","13264.0",-5.8101,-35.2006,"ElFBdi4gUnVpIEJhcmJvc2EsIDIxNSAtIDXCuiBBTkRBUiwgU0FMQSAyNjcgLSBUaXJvbCwgTmF0YWwgLSBSTiwgNTkwNTYtMzAwLCBCcmF6aWwiLxotChYKFAoSCb9ahHjk_7IHET7qCLiulA7NEhM1wrogQU5EQVIsIFNBTEEgMjY3"
"18445","43721","13264.0",-5.8101,-35.2006,"ElFBdi4gUnVpIEJhcmJvc2EsIDIxNSAtIDXCuiBBTkRBUiwgU0FMQSAyNjkgLSBUaXJvbCwgTmF0YWwgLSBSTiwgNTkwNTYtMzAwLCBCcmF6aWwiLxotChYKFAoSCb9ahHjk_7IHET7qCLiulA7NEhM1wrogQU5EQVIsIFNBTEEgMjY5"
"18446","43722","13264.0",-5.8101,-35.2006,"ElFBdi4gUnVpIEJhcmJvc2EsIDIxNSAtIDXCuiBBTkRBUiwgU0FMQSAyNzEgLSBUaXJvbCwgTmF0YWwgLSBSTiwgNTkwNTYtMzAwLCBCcmF6aWwiLxotChYKFAoSCb9ahHjk_7IHET7qCLiulA7NEhM1wrogQU5EQVIsIFNBTEEgMjcx"
"18447","43723","13264.0",-5.8101,-35.2006,"ElFBdi4gUnVpIEJhcmJvc2EsIDIxNSAtIDXCuiBBTkRBUiwgU0FMQSAyNzMgLSBUaXJvbCwgTmF0YWwgLSBSTiwgNTkwNTYtMzAwLCBCcmF6aWwiLxotChYKFAoSCb9ahHjk_7IHET7qCLiulA7NEhM1wrogQU5EQVIsIFNBTEEgMjcz"
"18448","43724","13264.0",-5.8098,-35.2007,"ChIJZfK19nMAswcRgBJdo2i6kE0"
"18449","43725","13264.0",-5.8098,-35.2007,"ChIJZfK19nMAswcRgBJdo2i6kE0"
"18450","43726","13264.0",-5.8098,-35.2007,"ChIJZfK19nMAswcRgBJdo2i6kE0"
"18451","43727","13264.0",-5.8098,-35.2007,"ChIJZfK19nMAswcRgBJdo2i6kE0"
"18452","43728","13264.0",-5.8637,-35.3514,"ChIJ98IdLipSsgcRcyURY0A71yI"
"18453","43729","13264.0",-5.6404,-35.4198,"ChIJb5OmnZC6swcRiweM54c8z78"
"18454","4373","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18455","43730","13264.0",-6.0717,-35.2438,"ChIJIUJI7Q9esgcRezQTuqrt8lo"
"18456","43731","13264.0",-5.8925,-35.766,"ChIJxynM5IwvsgcRh3O8H_Q8vqI"
"18457","43732","13264.0",-6.2687,-35.205,"EkxSLiBWaWcuIEFudMO0bmlvIE1vbnRlbmVncm8sIDM1MyAtIENlbnRybywgR29pYW5pbmhhIC0gUk4sIDU5MTczLTAwMCwgQnJhemlsIhsSGQoUChIJOcjRRniHsgcRkvD-w5CB4PcQ4QI"
"18458","43733","13264.0",-5.5351,-35.8149,"ChIJnYUBBOaJrQcROgDlgAAmGgI"
"18459","43734","13264.0",-6.3823,-35.1295,"Ej1SLiBHZXTDumxpbyBWYXJnYXMsIDEwOSwgQ2FuZ3VhcmV0YW1hIC0gUk4sIDU5MTkwLTAwMCwgQnJhemlsIhoSGAoUChIJdWUbAAF-rQcRxbHDHjMbTmsQbQ"
"18460","43735","13264.0",-6.4873,-35.4344,"ChIJUdjH2cyPrQcRNzVnr_ij-sU"
"18461","43736","13264.0",-6.3085,-35.4747,"ChIJYTSkzZx2sgcRT0jfcLiRY4A"
"18462","43737","13264.0",-5.2004,-35.4595,"ChIJp1O6KWZ2tAcRx4Q8hgYZIzc"
"18463","43738","13264.0",-6.3176,-35.7132,"ChIJHXpNtDgIsgcReDcsjXyr1uE"
"18464","43739","13264.0",-6.2307,-36.0186,"ChIJRxy-__H7sQcRIOgoH53q4mY"
"18465","4374","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18466","43740","13264.0",-5.6993,-36.241,"ChIJH7-OHJ51sQcR6JGQIjiPMaw"
"18467","43741","13264.0",-5.6583,-36.6098,"ChIJJ9WoeCf-sAcRKxV4NaSPq8c"
"18468","43742","13264.0",-5.9713,-36.0734,"EjxSLiBMYWRpc2xhdSBHYWx2w6NvLCAxODcsIFPDo28gVG9tw6kgLSBSTiwgNTk0MDAtMDAwLCBCcmF6aWwiGxIZChQKEgknr6hRk42xBxGoVk0dWsa1PBC7AQ"
"18469","43743","13264.0",-6.2515,-36.534,"ChIJ0YCwAejVsQcRx0zTF6cbz_4"
"18470","43744","13264.0",-6.1286,-36.8195,"ChIJnwQT9xslsAcRhJox2fFi8nU"
"18471","43745","13264.0",-6.4314,-36.6435,"ChIJfftoRBvNrwcRBqRQEn_j_mo"
"18472","43746","13264.0",-6.479,-37.074,"EjRSLiBEb20gQWRlbGlubyBEYW50YXMgLSBNYXluYXJkLCBDYWljw7MgLSBSTiwgQnJhemlsIi4qLAoUChIJKR6NzfrsrwcRyuO7MRlem7wSFAoSCQ3Ooobv7K8HESkkS3p5gHXT"
"18473","43747","13264.0",-6.6928,-36.6574,"EkhSLiBNYW5vZWwgVmlyZ2lsaW8gZG8gTmFzY2ltZW50byAtIE1hcmlhIFRlcmNlaXJhLCBQYXJlbGhhcyAtIFJOLCBCcmF6aWwiLiosChQKEglJSUb9m62vBxG90F5zfNVYuRIUChIJ92e1F5mtrwcRmu_KqRJkBfE"
"18474","43748","13264.0",-6.479,-37.074,"EjRSLiBEb20gQWRlbGlubyBEYW50YXMgLSBNYXluYXJkLCBDYWljw7MgLSBSTiwgQnJhemlsIi4qLAoUChIJKR6NzfrsrwcRyuO7MRlem7wSFAoSCQ3Ooobv7K8HESkkS3p5gHXT"
"18475","43749","13264.0",-6.479,-37.074,"EjRSLiBEb20gQWRlbGlubyBEYW50YXMgLSBNYXluYXJkLCBDYWljw7MgLSBSTiwgQnJhemlsIi4qLAoUChIJKR6NzfrsrwcRyuO7MRlem7wSFAoSCQ3Ooobv7K8HESkkS3p5gHXT"
"18476","4375","1962.0",-21.7843,-46.5666,"ChIJKQGUs-_cyZQR9RvQE5BIGXg"
"18477","43750","13264.0",-6.0349,-37.0184,"ChIJIVtZapAWsAcRIYKzmVD7nXk"
"18478","43752","13264.0",-5.4026,-36.9541,"ChIJreroSfVNsAcRxJ5NHKwJJak"
"18479","43753","13264.0",-5.1149,-36.6353,"ChIJbYFBXF8qtwcRDy5NBB9lSqg"
"18480","43754","13264.0",-5.8641,-37.3082,"ChIJbeD1WQ-eugcRJg6URE9BTGI"
"18481","43755","13264.0",-5.0028,-37.0962,"EiFCUi0xMTAsIEFyZWlhIEJyYW5jYSAtIFJOLCBCcmF6aWwiLiosChQKEgmdwLFWgFO3BxFmhnBoRkdoqBIUChIJgbfj6ipFtwcR1ir7RIYDLf8"
"18482","43756","13264.0",-5.174,-37.3537,"ChIJO9q9dcEGugcRtcD4QB-7F_E"
"18483","43757","13264.0",-5.174,-37.3537,"ChIJO9q9dcEGugcRtcD4QB-7F_E"
"18484","43758","13264.0",-5.6625,-37.7988,"ChIJwbI80nb3ugcRU7hVs1sODPA"
"18485","43759","13264.0",-5.7951,-37.556,"EkNQcmFjYSBVYmFsZG8gRmVybmFuZGVzIE5ldG8sIDIxMiwgQ2FyYcO6YmFzIC0gUk4sIDU5NzgwLTAwMCwgQnJhemlsIhsSGQoUChIJ9W_NTCaSugcRtP6hQE3xocwQ1AE"
"18486","4376","1192.0",-22.2785,-44.8762,"ChIJlVhmGrsFngARcWkg7IxOw-w"
"18487","43760","13264.0",-6.1141,-37.6405,"Ei1SLiBWYWxkZW1hciBJemlkaW8gZGUgTGltYSwgUGF0dSAtIFJOLCBCcmF6aWwiLiosChQKEgnvtyl_AMq6BxEis24p3rx7whIUChIJB8kFCgG2ugcRPDbQMEVmg2w"
"18488","43761","13264.0",-6.0912,-37.9119,"ChIJ3yRJ1x7UugcR5aNN1u-3A3Q"
"18489","43762","13264.0",-5.9861,-37.8188,"ChIJ87dqOi_bugcR0UfpH-AScGU"
"18490","43763","13264.0",-6.1278,-38.2052,"ChIJVxgw_TMzuwcRncyZWgVzweU"
"18491","43764","13264.0",-6.4139,-38.0122,"ChIJqU7s5rnfpAcR1yQ03qpE3TY"
"18492","43765","13264.0",-6.4142,-38.3862,"ChIJmzUWjcOVpAcR3AY4rXWuQQ4"
"18493","43766","13264.0",-6.2106,-38.4961,"ChIJxSS7Us2vpAcRNeryeXMqxYs"
"18494","43767","13264.0",-6.0686,-35.3297,"EkRBdi4gSnV2ZW5hbCBMYW1hcnRpbmUsIDczIC0gMDYgLSBNb250ZSBBbGVncmUsIFJOLCA1OTE4Mi0wMDAsIEJyYXppbCIeGhwKFgoUChIJLfRP0ZNdsgcRst_vm909eXASAjA2"
"18495","43768","13264.0",-5.6625,-37.7988,"ChIJwbI80nb3ugcRU7hVs1sODPA"
"18496","43769","13264.0",-5.6404,-35.4198,"ChIJb5OmnZC6swcRiweM54c8z78"
"18497","4377","2641.0",-19.7495,-47.9593,"ChIJl8H49jLQupQR-KRQsOgHGM8"
"18498","43770","13264.0",-5.2574,-36.7171,"ChIJayczxcTQsAcRfDlOdwMVerk"
"18499","43771","13264.0",-5.94,-35.2616,"ChIJq6qqqvp3JXsR99yagxyt3Lg"
"18500","43772","13264.0",-5.174,-37.3537,"ChIJO9q9dcEGugcRtcD4QB-7F_E"
